2137;VILLA GDOR.GALVEZ;PROVINCIA;STF
2138;CARCARAÑA;PROVINCIA;STF
2142;IBARLUCEA;PROVINCIA;STF
2144;TOTORAS;PROVINCIA;STF
2146;SAN GENARO NORTE;PROVINCIA;STF
2147;SAN GENARO NORTE;PROVINCIA;STF
2148;CASAS;PROVINCIA;STF
2152;GRANADERO BAIGORRIA;PROVINCIA;STF
2154;CAPITAN BERMUDEZ;PROVINCIA;STF
2156;FRAY LUIS BELTRAN;PROVINCIA;STF
2170;CASILDA;PROVINCIA;STF
2171;FUENTES;PROVINCIA;STF
2173;CHABAS;PROVINCIA;STF
2175;VILLA MUGUETA;PROVINCIA;STF
2177;ALCORTA;PROVINCIA;STF
2179;BOMBAL;PROVINCIA;STF
2181;LOS MOLINOS;PROVINCIA;STF
2183;AREQUITO;PROVINCIA;STF
2185;SAN JOSE DE LA ESQUINA;PROVINCIA;STF
2187;ARTEAGA;PROVINCIA;STF
2189;CRUZ ALTA;PROVINCIA;CBA
2191;PEREZ;PROVINCIA;STF
2200;SAN LORENZO;PROVINCIA;STF
2201;RICARDONE;PROVINCIA;STF
2202;PUERTO GENERAL SAN MARTIN;PROVINCIA;STF
2204;TIMBUES;PROVINCIA;STF
2206;OLIVEROS;PROVINCIA;STF
2208;MACIEL;PROVINCIA;STF
2211;F.L.BELTRAN;PROVINCIA;STF
2212;MONJE;PROVINCIA;STF
2214;ALDAO;PROVINCIA;STF
2215;ANDINO;PROVINCIA;STF
2216;SERODINO;PROVINCIA;STF
2218;CLARKE;PROVINCIA;STF
2222;DIAZ;PROVINCIA;STF
2240;CORONDA;PROVINCIA;STF
2242;SAN FABIAN;PROVINCIA;STF
2246;BARRANCAS;PROVINCIA;STF
2248;EST.IRIGOYEN;PROVINCIA;STF
224O;CAPITAL FEDERAL;PROVINCIA;CAP
2252;GALVEZ;PROVINCIA;STF
2300;RAFAELA;PROVINCIA;STF
2301;PUEBLO MIGUEL TORRES;PROVINCIA;STF
2309;HUMBERTO I;PROVINCIA;STF
2317;COLONIA ALDAO;PROVINCIA;STF
2322;SUNCHALES;PROVINCIA;STF
2340;CERES;PROVINCIA;STF
2344;ARRUFO;PROVINCIA;STF
2345;TRINIDAD;PROVINCIA;STF
2346;LA CRUZ;PROVINCIA;COR
2347;SAN GUILLERMO;PROVINCIA;STF
2349;SUARDI;PROVINCIA;STF
2352;HERSILIA;PROVINCIA;STF
2354;SELVA;PROVINCIA;STG
2356;PINTO;PROVINCIA;STG
2400;SAN FRANCISCO;PROVINCIA;CBA
2413;FREYRE;PROVINCIA;CBA
2415;PORTEÑA;PROVINCIA;CBA
2419;BRINKMANN;PROVINCIA;CBA
2421;MORTEROS;PROVINCIA;CBA
2426;LA FRANCIA;PROVINCIA;CBA
2434;ARROYITO;PROVINCIA;CBA
2438;FRONTERA;PROVINCIA;STF
2440;SASTRE;PROVINCIA;STF
2445;MARIA JUANA;PROVINCIA;STF
2447;SAN VICENTE;PROVINCIA;STF
2449;SAN MARTIN DE LAS ESCOBA;PROVINCIA;STF
2451;SAN JORGE;PROVINCIA;STF
2453;CARLOS PELLEGRINI;PROVINCIA;STF
2454;CAÑADA ROSQUIN;PROVINCIA;STF
2500;CAÑADA DE GOMEZ;PROVINCIA;STF
2503;VILLA ELOISA;PROVINCIA;STF
2505;LAS PAREJAS;PROVINCIA;STF
2506;CORREA;PROVINCIA;STF
2508;ARMSTRONG;PROVINCIA;STF
2512;BALLESTEROS;PROVINCIA;CBA
2520;LAS ROSAS;PROVINCIA;STF
2521;MTES.DE OCA;PROVINCIA;STF
2523;BOUQUET;PROVINCIA;STF
2525;SAIRA;PROVINCIA;CBA
2527;MARIA SUSANA;PROVINCIA;STF
2529;PIAMONTE;PROVINCIA;STF
2533;LOS CARDOS;PROVINCIA;STF
2535;EL TREBOL;PROVINCIA;STF
2550;BELL VILLE;PROVINCIA;CBA
2553;JUSTINIANO POSSE;PROVINCIA;CBA
2555;ORDO EZ;PROVINCIA;CBA
2563;NOETINGER;PROVINCIA;STF
2566;SAN MARCOS SUR;PROVINCIA;CBA
2568;MORRISON;PROVINCIA;CBA
2572;BALLESTEROS;PROVINCIA;CBA
2580;MARCOS JUAREZ;PROVINCIA;CBA
2581;LOS SURGENTES;PROVINCIA;CBA
2585;CAMILO ALDAO;PROVINCIA;CBA
2587;INRIVILLE;PROVINCIA;CBA
2589;MONTE BUEY;PROVINCIA;STF
2592;GRAL.ROCA;PROVINCIA;CBA
2594;LEONES;PROVINCIA;STF
2600;VENADO TUERTO;PROVINCIA;STF
2601;MURPHY;PROVINCIA;STF
2603;PAMPAYASTA;PROVINCIA;CBA
2605;SANTA ISABEL;PROVINCIA;STF
2607;VILLA CAÑAS;PROVINCIA;STF
2609;MARIA TERESA;PROVINCIA;STF
2613;SAN GREGORIO;PROVINCIA;STF
2617;SANCTI SPIRITU;PROVINCIA;STF
2622;MAGGIOLO;PROVINCIA;STF
2624;ARIAS;PROVINCIA;CBA
2627;GUATIMOZIN;PROVINCIA;CBA
2630;FIRMAT;PROVINCIA;STF
2633;CHOVET;PROVINCIA;STF
2637;LOS QUIRQUINCHOS;PROVINCIA;STF
2639;BERAVEBU;PROVINCIA;STF
2643;CHAÑAR LADEADO;PROVINCIA;STF
2645;CORRAL DE BUSTOS;PROVINCIA;CBA
2650;CANALS;PROVINCIA;CBA
2651;SAN JORGE;PROVINCIA;STF
2655;W.ESCALANTE;PROVINCIA;CBA
2657;LABORDE;PROVINCIA;STF
2658;MONTE MAIZ;PROVINCIA;STF
2659;MONTE MAIZ;PROVINCIA;CBA
2661;ISLA VERDE;PROVINCIA;STF
2662;ALEJO LEDESMA;PROVINCIA;CBA
2670;LA CARLOTA;PROVINCIA;CBA
2671;SANTA EUFEMIA;PROVINCIA;STF
2675;CHAZON;PROVINCIA;CBA
2677;UCACHA;PROVINCIA;CBA
2679;PASCANAS;PROVINCIA;CBA
2681;ETRURIA;PROVINCIA;CBA
2686;ALEJANDRO;PROVINCIA;CBA
26O5;CAPITAL FEDERAL;PROVINCIA;CAP
2700;PERGAMINO;PROVINCIA;BA
2701;GRAL. GELY;PROVINCIA;STF
2713;MANUEL OCAMPO;PROVINCIA;STF
2717;ACEVEDO;PROVINCIA;BA
2718;URQUIZA;PROVINCIA;BA
2720;COLON;PROVINCIA;BA
2722;WHEELWRIGHT;PROVINCIA;STF
2723;JUNCAL;PROVINCIA;STF
2725;HUGHES;PROVINCIA;STF
2726;LABORDEBOY;PROVINCIA;STF
2728;MELINCUE;PROVINCIA;STF
2729;CARRERAS;PROVINCIA;STF
2732;ELORTONDO;PROVINCIA;STF
2735;HUGHES;PROVINCIA;STF
2740;ARRECIFES;PROVINCIA;BA
2752;CAPITAN SARMIENTO;PROVINCIA;BA
2760;SAN ANTONIO DE ARECO;PROVINCIA;BA
2788;MELINCUE;PROVINCIA;STF
2800;ZARATE;PROVINCIA;BA
2804;CAMPANA;PROVINCIA;BA
2812;CAPILLA DEL SEÑOR;PROVINCIA;BA
2820;GUALEGUAYCHU;PROVINCIA;ER
2826;URDINARRAIN;PROVINCIA;ER
2840;GUALEGUAY;PROVINCIA;ER
2841;SALTO;PROVINCIA;BA
2854;LARROQUE;PROVINCIA;ER
2900;SAN NICOLAS;PROVINCIA;BA
2901;LA EMILIA;PROVINCIA;STF
2905;GENERAL ROJO;PROVINCIA;STF
2907;CONESA;PROVINCIA;BA
2914;RAMALLO;PROVINCIA;BA
2915;RAMALLO;PROVINCIA;BA
2918;EMP. V. CONSTITUCION;PROVINCIA;STF
2919;VILLA CONSTITUCION;PROVINCIA;STF
2921;GODOY;PROVINCIA;STF
2930;SAN PEDRO;PROVINCIA;BA
2932;CAMPANA;PROVINCIA;BA
2935;DOYLE;PROVINCIA;CBA
2942;BARADERO;PROVINCIA;BA
300-;CAPITAL FEDERAL;PROVINCIA;CAP
3000;SANTA FE;PROVINCIA;STF
3003;HELVECIA;PROVINCIA;STF
3005;SAN JAVIER;PROVINCIA;STF
3009;FRANCK;PROVINCIA;STF
3011;SAN  JERONIMO NORTE;PROVINCIA;STF
3013;SAN CARLOS CENTRO;PROVINCIA;STF
3016;STO.TOME;PROVINCIA;STF
3017;SAUCE VIEJO;PROVINCIA;STF
3020;REYNALDO CULLEN;PROVINCIA;STF
3032;NELSON;PROVINCIA;STF
3036;LLAMBI CAMPBELL;PROVINCIA;STF
3040;SAN JUSTO;PROVINCIA;STF
3044;GOBERNADOR CRESPO;PROVINCIA;STF
3048;VIDELA;PROVINCIA;STF
